MSSubClass,LotFrontage,LotShape,X1stFlrSF,TotalBsmtSF,GrLivArea,FireplaceQu,GarageArea,Heating,ExterQual,MasVnrArea,BsmtFinSF1,BsmtUnfSF,CentralAir,SalePrice
90,75,Reg,1664,0,1664,NA,0,GasA,TA,0,0,0,N,100000
70,55,Reg,900,602,1502,TA,180,GasA,TA,0,0,602,Y,165000
30,60,Reg,1022,1022,1022,NA,280,GasW,TA,0,247,310,N,85000
20,60,Reg,1082,1082,1082,Gd,240,GasA,TA,206,336,746,Y,119200
60,70,Reg,810,810,1665,NA,528,GasA,Gd,0,643,167,Y,227000
20,73,Reg,1504,1504,1504,TA,478,GasA,Gd,196,690,814,Y,203000
120,NA,IR1,1360,1220,1360,Ex,565,GasA,Gd,0,1036,184,Y,187500
80,NA,IR1,802,384,1472,TA,402,GasA,Gd,76,0,384,Y,160000
120,43,Reg,1506,1362,1506,Gd,440,GasA,Gd,145,16,1346,Y,213490
20,60,Reg,1132,1132,1132,NA,451,GasA,TA,0,1024,108,Y,176000
20,64,Reg,1220,1199,1220,NA,632,GasA,Gd,84,684,515,Y,194000
50,52,Reg,912,912,1248,NA,160,GasA,TA,0,324,588,Y,87000
120,43,Reg,1504,1346,1504,Gd,437,GasA,Gd,14,16,1330,Y,191000
20,NA,IR1,2898,1565,2898,Gd,665,GasA,Gd,0,1165,0,Y,287000
20,70,Reg,882,882,882,NA,461,GasA,TA,0,138,276,Y,112500
20,73,Reg,1264,1268,1264,Gd,461,GasA,TA,324,697,571,Y,167500
20,71,IR1,1646,1638,1646,Gd,800,GasA,Gd,338,1513,125,Y,293077
50,79,Reg,968,768,1376,Gd,240,GasA,TA,0,368,359,Y,105000
160,21,Reg,672,672,1218,NA,264,GasA,TA,281,317,355,Y,118000
190,NA,Reg,948,686,1928,NA,0,GasA,TA,0,0,686,Y,160000
75,102,Reg,1687,824,3082,TA,672,GasA,TA,0,523,301,Y,197000
60,NA,IR1,1352,1338,2520,TA,796,GasA,Gd,0,1012,326,Y,310000
20,NA,Reg,1654,1654,1654,NA,900,GasA,Gd,295,986,668,Y,230000
30,50,Reg,954,920,954,Gd,240,GasA,TA,0,0,920,Y,119750
20,NA,IR1,845,0,845,NA,290,GasA,TA,0,0,0,N,84000
20,89,IR1,1620,1620,1620,Ex,912,GasA,Gd,70,1022,598,Y,315500
60,NA,Reg,1055,1055,2263,TA,905,GasA,Gd,396,0,1055,Y,287000
160,21,Reg,798,546,1344,TA,0,GasA,TA,0,0,546,Y,97000
180,21,Reg,630,630,630,NA,286,GasA,TA,0,509,121,Y,80000
20,88,Reg,1803,1134,1803,TA,484,GasA,TA,67,168,284,Y,155000
60,NA,Reg,800,800,1632,NA,484,GasA,TA,252,400,336,Y,173000
120,34,IR1,1306,1306,1306,Gd,624,GasA,Gd,135,900,406,Y,196000
60,86,Reg,1532,1475,2329,Ex,514,GasA,TA,99,1085,390,Y,262280
20,80,Reg,2524,2524,2524,Gd,542,GasA,Gd,0,1104,1420,Y,278000
20,NA,IR1,1733,0,1733,Gd,452,GasA,TA,0,0,0,Y,139600
60,85,IR1,1992,1992,2868,Gd,716,GasA,Gd,208,240,1752,Y,556581
20,57,IR2,990,990,990,NA,672,GasA,TA,0,686,304,Y,145000
20,100,Reg,1771,0,1771,TA,336,GasA,TA,75,0,0,Y,115000
20,60,Reg,930,0,930,NA,308,GasA,TA,0,0,0,Y,84900
20,73,IR1,1302,1302,1302,NA,436,GasA,Gd,0,0,1302,Y,176485
20,103,IR1,1316,1316,1316,Gd,440,GasA,Gd,0,0,1316,Y,200141
60,100,Reg,1127,816,1977,TA,540,GasA,TA,272,442,374,Y,165000
20,68,Reg,1526,1216,1526,Gd,364,GasA,TA,145,383,833,Y,144500
60,90,Reg,1091,1065,1989,Gd,586,GasA,Gd,210,932,133,Y,255000
20,104,Reg,1523,1193,1523,TA,478,GasA,TA,160,644,549,Y,180000
120,43,IR1,1364,1364,1364,Gd,484,GasA,Gd,240,659,705,Y,185850
60,NA,IR2,979,973,1850,Gd,467,GasA,Gd,0,595,378,Y,248000
60,96,IR1,1130,1104,2184,Gd,836,GasA,Ex,154,936,168,Y,335000
50,NA,IR1,1096,854,1991,Gd,432,GasA,TA,480,297,0,Y,220000
120,41,Reg,1338,1338,1338,NA,582,GasA,Gd,0,616,722,Y,213500
30,120,Reg,894,894,894,NA,1248,GasA,Fa,0,0,894,Y,81000
190,85,Reg,1422,662,2337,NA,560,GasA,TA,0,0,662,N,90000
30,50,Reg,1103,1103,1103,Gd,440,GasA,TA,0,397,706,Y,110500
20,NA,IR1,1154,1154,1154,Po,480,GasA,TA,200,740,184,Y,154000
60,80,Reg,1306,1306,2260,NA,533,GasA,Gd,0,1201,105,Y,328000
60,59,IR1,799,799,1571,TA,380,GasA,Gd,0,0,799,Y,178000
60,80,Reg,798,780,1611,NA,442,GasA,TA,360,674,0,Y,167900
160,42,Reg,1291,942,2521,Gd,576,GasA,TA,0,837,105,Y,151400
45,60,Reg,893,845,893,NA,576,GasA,TA,0,220,625,Y,135000
20,72,Reg,1048,1048,1048,NA,286,GasA,TA,120,586,462,Y,135000
60,78,Reg,829,727,1556,NA,441,GasA,TA,0,298,429,Y,154000
50,50,Reg,1002,810,1456,TA,280,GasA,TA,0,0,810,Y,91500
60,75,IR1,698,690,1426,NA,440,GasA,TA,140,535,155,Y,159500
20,74,Reg,1240,1240,1240,NA,826,GasA,Gd,0,0,1240,Y,194000
70,75,Reg,960,800,1740,Gd,240,GasA,TA,0,410,390,Y,219500
50,60,Reg,1096,796,1466,TA,566,GasA,TA,0,626,170,Y,170000
20,NA,IR1,1096,1096,1096,NA,299,GasA,TA,0,75,230,Y,138800
120,37,Reg,848,848,848,Gd,420,GasA,Gd,169,662,186,Y,155900
20,65,Reg,990,990,990,NA,299,GasA,TA,0,495,495,Y,126000
20,80,Reg,1258,1258,1258,NA,528,GasA,Gd,144,656,602,Y,145000
20,75,Reg,1040,1040,1040,NA,308,GasA,TA,0,824,216,Y,133000
20,70,Reg,1459,1459,1459,Gd,527,GasA,Gd,100,0,1459,Y,192000
20,80,Reg,1251,1251,1251,Gd,461,GasA,TA,425,553,698,Y,160000
60,NA,IR2,691,691,1498,TA,409,GasA,TA,0,592,99,Y,187500
85,73,Reg,996,936,996,NA,564,GasA,TA,0,747,189,Y,147000
160,NA,Reg,546,546,1092,NA,286,GasA,TA,0,334,212,Y,83500
60,85,Reg,1082,1082,1953,Gd,1043,GasA,Gd,0,0,1082,Y,252000
160,24,Reg,970,970,1709,NA,380,GasA,Gd,50,0,970,Y,137500
120,37,IR1,1247,1247,1247,Gd,550,GasA,Gd,0,1039,208,Y,197000
90,60,Reg,1040,0,1040,NA,400,Wall,TA,0,0,0,N,92900
160,24,Reg,624,600,1252,NA,462,GasA,Gd,212,510,90,Y,160000
50,60,Reg,1390,1181,1694,Gd,576,GasA,TA,0,423,758,Y,136500
20,71,Reg,1200,864,1200,NA,884,GasA,TA,166,661,203,Y,146000
20,74,Reg,936,936,936,NA,308,GasA,TA,0,248,448,Y,129000
20,78,IR1,1314,1314,1314,Gd,440,GasA,Gd,0,24,1290,Y,176432
70,60,Reg,773,684,1355,NA,0,GasA,TA,0,0,684,Y,127000
120,NA,Reg,1088,1074,1088,NA,461,GasA,Gd,0,0,1074,Y,170000
50,50,Reg,757,672,1324,NA,240,GasA,TA,0,672,0,Y,128000
20,82,IR1,1601,1271,1601,TA,478,GasA,TA,206,704,567,Y,157000
30,60,Reg,438,290,438,NA,246,GasA,TA,0,290,0,N,60000
20,61,IR1,950,950,950,NA,280,GasA,TA,0,412,251,Y,119500
20,70,Reg,1134,1010,1134,NA,254,GasA,TA,45,588,422,Y,135000
20,79,Reg,1194,655,1194,Fa,539,GasA,TA,0,655,0,Y,159500
160,24,Reg,630,630,1302,NA,440,GasA,TA,304,0,630,Y,106000
60,98,IR1,1500,1463,2622,TA,712,GasA,Gd,362,1032,431,Y,325000
20,114,IR1,1442,910,1442,TA,719,GasA,Gd,0,738,172,Y,179900
60,168,IR3,887,868,2021,Gd,422,GasA,Gd,0,0,868,Y,274725
60,NA,Reg,948,924,1690,TA,463,GasA,TA,0,0,924,Y,181000
20,107,IR1,1836,1836,1836,Gd,862,GasA,Gd,42,1039,797,Y,280000
60,NA,Reg,773,773,1658,TA,431,GasA,TA,0,219,554,Y,188000
60,80,Reg,1098,803,1964,Gd,483,GasA,TA,660,403,400,Y,205000
20,73,IR1,816,816,816,NA,308,GasA,TA,0,708,108,Y,129900
20,66,Reg,1008,1008,1008,NA,240,GasA,TA,0,643,365,Y,134500
20,90,Reg,833,833,833,NA,326,GasA,TA,0,415,418,Y,117000
20,93,Reg,1734,1734,1734,Gd,928,GasA,Gd,328,1004,730,Y,318000
80,NA,Reg,779,408,1419,TA,527,GasA,Gd,0,353,55,Y,184100
20,57,IR1,894,894,894,NA,450,GasA,TA,0,702,192,Y,130000
80,85,Reg,1021,533,1601,NA,300,GasA,TA,0,0,533,Y,140000
20,70,Reg,1040,1040,1040,NA,286,GasA,TA,0,369,671,Y,133700
30,59,Reg,1012,1012,1012,Gd,308,GasA,TA,0,0,1012,Y,118400
20,84,Reg,1552,1552,1552,NA,782,GasA,Gd,196,24,1528,Y,212900
20,NA,IR1,960,672,960,NA,288,GasA,TA,0,0,672,Y,112000
20,50,Reg,698,698,698,NA,0,GasA,TA,0,0,698,Y,118000
80,NA,IR1,812,384,1482,TA,392,GasA,TA,170,0,384,Y,163900
20,60,Reg,1005,1005,1005,TA,672,GasA,TA,0,0,1005,Y,115000
120,53,Reg,1555,1373,1555,TA,660,GasA,Gd,130,0,1373,Y,174000
20,182,IR3,1530,1530,1530,Gd,630,GasA,Gd,0,1300,230,Y,259000
60,59,IR1,847,847,1959,Gd,434,GasA,Gd,0,0,847,Y,215000
90,60,Reg,936,936,936,NA,672,GasA,TA,180,936,0,Y,140000
50,65,Reg,1328,1122,1981,TA,576,GasA,TA,0,622,500,Y,135000
20,63,Reg,974,974,974,NA,0,GasA,TA,0,212,762,Y,93500
70,90,Reg,1178,1008,2210,NA,205,GasW,TA,0,0,1008,Y,117500
60,80,IR1,1142,1128,2020,TA,466,GasA,Gd,0,584,544,Y,239500
60,57,IR1,916,916,1600,TA,460,GasA,TA,0,0,916,Y,169000
30,60,Reg,986,960,986,Gd,180,GasA,TA,0,0,960,N,102000
50,80,Reg,1032,1032,1252,NA,288,GasA,TA,0,280,752,Y,119000
50,54,Reg,780,780,1020,NA,0,GasA,TA,0,0,780,N,94000
20,NA,IR1,1567,1567,1567,TA,714,GasA,TA,0,1567,0,Y,196000
30,98,IR1,1167,915,1167,Gd,495,GasA,TA,0,645,270,Y,144000
20,60,Reg,952,952,952,NA,840,GasA,TA,0,852,100,Y,139000
60,NA,IR1,1088,780,1868,TA,484,GasA,TA,44,381,399,Y,197500
60,77,Reg,1466,1466,2828,TA,1052,GasA,Gd,340,1150,316,Y,424870
20,NA,Reg,1006,1006,1006,NA,0,GasA,TA,0,288,718,Y,80000
190,60,Reg,672,672,924,NA,280,Grav,TA,0,348,324,N,80000
50,52,Reg,1042,1042,1576,Gd,225,GasA,TA,0,0,1042,Y,149000
20,NA,Reg,1298,1298,1298,TA,403,GasA,Gd,85,1258,40,Y,180000
70,75,Reg,860,704,1564,Gd,234,GasA,TA,0,275,429,Y,174500
50,NA,Reg,572,572,1111,Gd,288,GasA,TA,0,0,572,Y,116900
70,50,Reg,832,650,1482,NA,324,GasA,TA,0,624,26,Y,143000
20,57,IR1,932,932,932,Gd,306,GasA,TA,0,0,932,Y,124000
20,134,Reg,1466,1466,1466,Gd,528,GasA,TA,132,176,1290,Y,149900
20,90,IR1,1811,1073,1811,Gd,470,GasA,TA,0,296,230,Y,230000
30,NA,Reg,816,816,816,NA,432,GasA,Gd,0,538,278,Y,120500
60,NA,IR1,902,864,1820,Gd,492,GasA,TA,288,454,410,Y,201800
20,90,IR1,1437,1437,1437,Fa,528,GasA,Gd,0,1157,280,Y,218000
80,85,Reg,1265,1219,1265,Gd,502,GasA,TA,0,633,586,Y,179900
120,34,IR1,1314,1314,1314,Gd,626,GasA,Gd,166,904,410,Y,230000
20,92,Reg,1580,1580,1580,NA,830,GasA,Gd,186,0,1580,Y,235128
60,76,Reg,943,901,1876,TA,540,GasA,Gd,270,442,459,Y,185000
160,24,Reg,855,855,1456,TA,440,GasA,TA,0,311,544,Y,146000
20,NA,IR1,1640,1296,1640,Gd,924,GasA,Gd,72,728,568,Y,224000
20,109,Reg,894,894,894,Po,450,GasA,TA,0,492,402,Y,129000
90,60,Reg,1258,1198,1258,NA,400,GasA,TA,0,1198,0,Y,108959
80,NA,IR1,1432,1360,1432,TA,588,GasA,TA,0,680,289,Y,194000
20,79,IR1,1502,1502,1502,NA,644,GasA,Gd,268,0,1502,Y,233170
20,64,IR1,1694,1694,1694,NA,776,GasA,Gd,72,0,1694,Y,245350
60,58,IR1,959,959,1671,TA,472,GasA,TA,0,786,173,Y,173000
70,120,Reg,1236,1127,2108,TA,540,GasA,TA,0,626,501,Y,235000
60,118,IR1,1831,1930,3627,TA,807,GasA,Gd,1378,1387,543,Y,625000
80,76,Reg,1118,1096,1118,Po,358,GasA,TA,0,522,574,Y,171000
20,76,Reg,1261,1261,1261,TA,433,GasA,TA,0,662,599,Y,163000
160,35,IR1,625,625,1250,NA,625,GasA,Gd,0,0,625,Y,171900
50,138,IR1,1636,1598,3086,Gd,0,GasA,TA,0,152,977,Y,200500
70,80,IR1,1170,952,2345,Gd,360,GasA,TA,0,503,449,Y,239000
50,85,Reg,2129,1683,2872,TA,541,GasA,Gd,337,700,983,Y,285000
20,37,IR1,923,876,923,NA,264,GasA,TA,0,658,218,Y,119500
50,NA,Reg,818,818,1224,NA,210,GasA,TA,0,468,350,Y,115000
50,54,IR1,820,731,1343,Gd,186,GasA,TA,0,0,731,Y,154900
20,77,Reg,1124,0,1124,Gd,0,GasA,TA,0,0,0,Y,93000
60,NA,IR2,1298,1216,2514,NA,693,GasA,TA,0,1216,0,Y,250000
120,64,IR1,1652,1600,1652,Gd,482,GasA,Ex,186,1480,120,Y,392500
60,160,IR1,2411,2396,4476,TA,813,GasA,Gd,0,2096,300,Y,745000
30,60,Reg,1130,1120,1130,Gd,720,GasA,TA,0,821,299,Y,120000
20,50,Reg,1572,1572,1572,TA,995,GasA,TA,226,1159,413,Y,186700
50,60,Reg,949,784,1221,NA,392,GasA,TA,0,392,392,Y,104900
190,107,IR1,1014,978,1699,NA,420,GasA,TA,0,440,538,Y,95000
20,89,Reg,1624,1624,1624,Fa,757,GasA,Gd,0,1456,168,Y,262000
60,68,IR1,831,831,1660,NA,493,GasA,Gd,95,0,831,Y,195000
60,60,Reg,1028,994,1804,TA,442,GasA,TA,0,0,994,Y,189000
190,NA,Reg,1622,1249,1622,TA,1356,GasA,TA,149,1159,90,Y,168000
160,24,Reg,764,776,1441,NA,492,GasA,Gd,456,0,776,Y,174000
50,60,Reg,842,702,1472,NA,250,GasA,TA,0,0,702,Y,125000
120,NA,Reg,1224,1224,1224,NA,402,GasA,TA,425,883,341,Y,165000
60,80,Reg,663,663,1352,NA,299,GasA,TA,143,371,292,Y,158000
60,51,IR1,728,728,1456,NA,400,GasA,TA,0,0,728,Y,176000
60,58,IR1,879,879,1863,Gd,660,GasA,Gd,0,0,879,Y,219210
75,65,IR1,815,815,1690,Gd,225,GasA,TA,0,0,815,Y,144000
20,70,Reg,1212,1212,1212,NA,573,GasA,Gd,0,0,1212,Y,178000
20,75,Reg,1382,1051,1382,Po,459,GasA,TA,51,547,504,Y,148000
20,71,Reg,864,864,864,NA,280,GasA,TA,0,0,864,Y,116050
60,80,Reg,866,866,1779,NA,546,GasA,TA,0,0,866,Y,197900
50,50,Reg,884,884,1348,Fa,216,GasA,TA,0,0,884,Y,117000
20,75,Reg,1630,1630,1630,TA,451,GasA,Gd,171,0,1630,Y,213000
20,78,Reg,1074,1056,1074,NA,495,GasA,TA,0,788,268,Y,153500
20,90,IR1,2196,2158,2196,TA,701,GasA,Gd,234,485,1496,Y,271900
20,NA,Reg,1056,1056,1056,NA,384,GasA,TA,0,1056,0,Y,107000
20,70,Reg,1700,1682,1700,NA,544,GasA,Gd,120,340,1342,Y,200000
20,70,Reg,1283,931,1283,NA,506,GasA,TA,0,504,319,Y,140000
20,85,IR1,1660,1660,1660,Gd,500,GasA,Gd,420,1220,440,Y,290000
60,70,Reg,1055,1055,1845,TA,462,GasA,Gd,0,0,1055,Y,189000
50,152,IR1,1080,559,1752,NA,492,GasA,Gd,0,427,132,Y,164000
30,50,Reg,672,672,672,NA,234,GasA,TA,0,344,328,Y,113000
80,NA,IR1,960,648,960,NA,364,GasA,TA,0,648,0,Y,145000
85,69,IR1,999,925,999,NA,300,GasA,TA,0,784,141,Y,134500
20,99,IR1,894,894,894,NA,384,GasA,TA,0,180,340,Y,125000
90,68,Reg,1318,0,1902,NA,539,GasA,TA,0,0,0,Y,112000
20,72,Reg,1314,1300,1314,NA,552,GasA,Gd,72,936,364,Y,229456
50,52,Reg,672,0,912,NA,0,GasA,TA,0,0,0,N,80500
160,21,Reg,672,672,1218,NA,0,GasA,TA,236,0,672,Y,91500
20,66,IR1,912,912,912,NA,288,GasA,TA,0,312,0,Y,115000
20,55,Reg,1211,952,1211,TA,322,GasA,TA,0,250,210,Y,134000
50,78,Reg,1168,1040,1846,Gd,315,GasA,TA,320,196,844,Y,143000
20,89,Reg,2136,2136,2136,NA,528,GasA,TA,44,756,1380,N,137900
60,60,IR1,788,788,1490,Gd,388,GasA,Gd,0,724,64,Y,184000
80,65,Reg,1138,588,1138,NA,264,GasA,TA,63,507,81,Y,145000
60,86,IR1,894,894,1933,Gd,668,GasA,Gd,74,0,894,Y,214000
20,72,Reg,912,912,912,NA,576,GasA,TA,300,595,317,Y,147000
120,65,Reg,1702,1702,1702,Gd,1052,GasA,Ex,766,1540,162,Y,367294
80,70,Reg,1507,1075,1507,NA,404,GasA,TA,0,666,409,Y,127000
90,NA,IR1,1361,1361,2620,TA,600,GasA,TA,1,498,652,Y,190000
90,70,Reg,1190,1106,1190,NA,540,GasA,TA,120,803,303,Y,132500
90,70,Reg,1224,0,1224,NA,462,GasA,TA,0,0,0,Y,101800
20,NA,IR1,1188,1188,1188,NA,531,GasA,TA,180,1000,188,Y,142000
70,55,Reg,1024,940,1964,NA,0,GasA,TA,0,0,940,N,130000
70,96,Reg,892,747,1784,NA,180,GasA,TA,0,0,747,Y,138887
160,36,Reg,764,764,1626,NA,474,GasA,Gd,106,0,764,Y,175500
60,41,IR2,847,847,1948,Gd,434,GasA,Gd,0,0,847,Y,195000
20,63,Reg,1141,1141,1141,NA,484,GasA,Gd,0,0,1141,Y,142500
20,64,IR1,1484,1476,1484,Gd,472,GasA,Gd,32,428,1048,Y,265900
60,65,Reg,884,884,1768,NA,543,GasA,Gd,252,550,334,Y,224900
20,83,Reg,1689,1689,1689,NA,954,GasA,Gd,0,0,1689,Y,248328
85,85,Reg,1173,1053,1173,TA,528,GasA,TA,81,885,0,Y,170000
20,107,Reg,2076,2076,2076,Gd,850,GasA,Ex,NA,1386,690,Y,465000
70,NA,IR1,792,792,1517,Gd,400,GasA,TA,0,0,792,Y,230000
80,78,Reg,1140,585,1868,TA,477,GasA,TA,74,0,585,Y,178000
60,65,Reg,756,756,1553,NA,615,GasA,Gd,0,0,756,Y,186500
80,NA,IR1,1034,1012,1034,NA,888,GasA,TA,335,539,473,Y,169900
75,60,Reg,1134,735,2058,Gd,396,OthW,TA,0,319,416,N,129500
20,60,Reg,988,876,988,NA,276,GasA,TA,0,534,246,Y,119000
20,93,Reg,2110,2110,2110,TA,522,GasA,Gd,0,1065,1045,Y,244000
120,NA,IR1,1405,1405,1405,Gd,478,GasA,Gd,163,0,1405,Y,171750
20,62,Reg,874,864,874,NA,288,GasA,TA,0,510,354,Y,130000
60,NA,IR1,1516,1192,2167,Gd,518,GasA,Gd,0,125,36,Y,294000
60,60,Reg,760,746,1656,Gd,397,GasA,Gd,92,0,746,Y,165400
50,52,Reg,959,884,1367,Gd,560,GasA,TA,0,425,459,Y,127500
20,91,IR1,1987,1986,1987,TA,691,GasA,Gd,554,1314,672,Y,301500
30,56,Reg,864,864,864,NA,0,GasA,TA,0,0,864,Y,99900
80,59,IR1,1166,856,1166,NA,400,GasA,Gd,182,655,201,Y,190000
20,65,Reg,1054,1054,1054,NA,460,GasA,TA,0,602,14,Y,151000
60,NA,IR3,892,841,1675,TA,502,GasA,TA,0,0,841,Y,181000
20,80,Reg,1050,1050,1050,NA,338,GasA,TA,0,504,546,Y,128900
50,NA,Reg,1104,1104,1788,TA,304,GasA,TA,0,0,1104,Y,161500
70,60,Reg,1060,764,1824,Gd,520,GasA,TA,0,0,764,Y,180500
120,34,Reg,1337,1405,1337,NA,511,GasA,Gd,0,266,1139,Y,181000
160,35,Reg,713,691,1452,NA,506,GasA,Gd,218,450,241,Y,183900
190,60,IR1,964,925,1889,Gd,308,GasA,Fa,0,0,925,N,122000
20,89,IR1,2018,2002,2018,Gd,746,GasA,Ex,0,0,2002,Y,378500
50,NA,IR1,1968,728,3447,Gd,1014,GasA,TA,632,192,536,Y,381000
50,78,Reg,874,874,1524,NA,315,GasW,TA,180,460,414,Y,144000
40,NA,Reg,1332,1332,1524,TA,586,GasA,Gd,0,1258,74,Y,260000
20,NA,IR1,1489,1489,1489,Gd,462,GasA,TA,0,0,1489,Y,185750
20,NA,IR1,935,935,935,NA,288,GasA,TA,114,560,0,Y,137000
80,124,IR1,1357,1019,1357,Gd,312,GasA,TA,84,719,300,Y,177000
50,53,Reg,661,661,1250,Gd,552,GasA,TA,0,0,661,Y,139000
90,95,Reg,928,928,1920,NA,400,GasA,TA,567,220,708,Y,137000
60,NA,IR1,735,723,1395,TA,497,GasA,TA,0,593,130,Y,162000
80,NA,IR1,1724,1680,1724,Gd,480,GasA,TA,359,528,1152,Y,197900
60,75,Reg,1128,1128,2031,Gd,577,GasA,Gd,NA,804,324,Y,237000
50,60,Reg,698,698,1128,NA,528,GasA,TA,0,0,698,Y,68400
20,67,IR1,1573,1573,1573,NA,544,GasA,Gd,110,788,785,Y,227000
20,50,IR1,1339,1309,1339,TA,484,GasA,TA,54,1053,256,Y,180000
20,61,IR1,1040,1040,1040,NA,484,GasA,TA,0,532,364,Y,150500
90,94,Reg,912,912,1824,NA,0,GasA,TA,0,0,912,Y,139000
50,50,Reg,1699,804,2447,Gd,336,GasA,TA,0,0,804,Y,169000
50,50,Reg,825,780,1412,Gd,280,GasA,TA,0,0,780,Y,132500
20,NA,Reg,1328,1328,1328,Gd,528,GasA,TA,451,569,678,Y,143000
20,NA,IR1,1582,1624,1582,NA,390,GasA,TA,621,812,812,Y,190000
120,40,IR1,1659,1501,1659,Ex,499,GasA,Gd,0,1158,343,Y,278000
60,86,IR1,1120,1085,1970,Gd,753,GasA,Gd,788,0,1085,Y,281000
80,NA,IR1,1152,1152,1152,Gd,484,GasA,TA,86,1014,138,Y,180500
160,21,Reg,630,630,1302,NA,264,GasA,TA,268,231,399,Y,119500
70,60,Reg,1378,994,2372,NA,432,GasA,TA,0,0,994,N,107500
60,78,Reg,832,832,1664,TA,528,GasA,TA,0,194,638,Y,162900
20,60,Reg,864,864,864,NA,572,GasA,TA,0,167,697,Y,115000
20,70,Reg,1052,1052,1052,NA,288,GasA,TA,168,1016,36,Y,138500
20,80,Reg,1128,1120,1128,NA,525,GasA,TA,148,776,344,Y,155000
180,35,Reg,1072,547,1072,NA,525,GasA,TA,82,547,0,Y,140000
60,313,IR3,4692,6110,5642,Gd,1418,GasA,Ex,796,5644,466,Y,160000
20,75,Reg,1246,1246,1246,NA,305,GasA,TA,0,340,0,Y,154000
60,NA,IR1,1005,978,1983,TA,490,GasA,Gd,344,694,284,Y,225000
70,NA,IR1,753,771,1494,Gd,213,GasA,TA,0,547,224,Y,177500
60,92,Reg,1203,1165,2526,TA,844,GasA,Gd,391,740,425,Y,290000
20,73,Reg,1616,1616,1616,NA,834,GasA,Gd,228,0,1616,Y,232000
160,32,Reg,976,976,1708,NA,380,GasA,Gd,117,0,976,Y,130000
20,108,IR1,1652,1652,1652,Ex,840,GasA,Gd,300,1572,80,Y,325000
120,48,IR1,1368,1368,1368,Gd,474,GasA,Gd,94,0,1368,Y,202500
20,60,Reg,990,990,990,NA,480,GasA,TA,0,746,244,Y,138000
20,100,Reg,1122,924,1122,NA,528,GasA,TA,0,144,172,Y,147000
20,NA,Reg,1294,1278,1294,NA,496,GasA,TA,88,1200,78,Y,179200
20,100,Reg,1902,1902,1902,TA,567,GasA,Gd,0,1406,496,Y,335000
20,68,Reg,1274,1274,1274,NA,508,GasA,Gd,80,925,349,Y,203000
60,NA,IR1,1453,1453,2810,Ex,750,GasA,Gd,336,482,971,Y,302000
60,108,IR1,1422,1393,2599,TA,779,GasA,Gd,165,0,1393,Y,333168
20,60,Reg,948,948,948,TA,280,GasA,TA,0,732,216,Y,119000
60,85,Reg,1092,952,2112,Gd,576,GasA,TA,0,500,176,Y,206900
20,61,IR1,1630,1622,1630,Gd,860,GasA,Gd,270,0,1622,Y,295493
120,47,Reg,1352,1352,1352,Gd,466,GasA,Gd,0,0,1352,Y,208900
20,NA,IR2,1787,1753,1787,TA,748,GasA,Gd,178,0,1753,Y,275000
20,75,Reg,948,864,948,NA,248,GasA,TA,132,492,372,Y,111000
20,70,Reg,1478,1478,1478,Gd,442,GasA,TA,0,189,628,Y,156500
20,NA,IR1,720,0,720,NA,287,Floor,TA,0,0,0,N,72500
60,107,IR1,1061,750,1923,TA,564,GasA,Gd,0,674,76,Y,190000
30,50,Reg,708,420,708,NA,0,GasA,Fa,0,280,140,Y,82500
20,75,Reg,1795,1795,1795,Gd,895,GasA,Gd,428,0,1795,Y,147000
30,40,Reg,796,796,796,NA,0,GasA,TA,0,0,796,N,55000
30,70,Reg,774,544,774,NA,0,GasA,TA,0,544,0,Y,79000
20,60,Reg,816,816,816,Ex,264,GasA,Gd,0,641,175,Y,130500
50,60,Reg,1584,1510,2792,TA,520,GasW,Gd,0,493,1017,Y,256000
60,63,IR1,955,935,1632,TA,462,GasA,TA,0,0,935,Y,176500
20,85,Reg,1588,1588,1588,Gd,825,GasA,Gd,410,0,1588,Y,227000
80,55,IR1,954,911,954,NA,576,GasA,TA,0,483,428,Y,132500
20,67,Reg,816,816,816,Gd,288,GasA,TA,0,690,126,Y,100000
50,60,Reg,803,803,1360,NA,297,GasA,TA,0,0,803,Y,125500
160,24,Reg,765,765,1365,NA,440,GasA,TA,312,765,0,Y,125000
20,80,Reg,1334,1350,1334,TA,630,GasA,TA,360,686,664,Y,167900
90,87,IR1,1656,1656,1656,NA,506,GasA,TA,564,0,1656,Y,135000
30,153,IR1,693,693,693,NA,0,Grav,TA,0,0,693,N,52500
60,95,IR1,920,916,1861,NA,492,GasA,Gd,0,700,216,Y,200000
20,120,IR1,864,864,864,NA,288,GasA,TA,0,360,504,Y,128500
20,70,Reg,872,858,872,NA,480,GasA,TA,0,0,858,Y,123000
20,66,Reg,1114,1114,1114,NA,576,GasA,TA,0,814,300,Y,155000
60,NA,Reg,1284,1284,2169,Gd,647,GasA,Gd,149,0,1284,Y,228500
50,57,Reg,1172,896,1913,TA,342,GasA,TA,0,0,896,Y,177000
60,85,IR1,728,728,1456,TA,440,GasA,Gd,0,0,728,Y,155835
30,50,Reg,960,960,960,NA,308,GasA,TA,0,250,710,Y,108500
20,NA,IR2,2156,1568,2156,Gd,508,GasA,TA,0,297,1203,Y,262500
20,93,IR1,1776,1732,1776,Gd,712,GasA,Gd,100,80,1652,Y,283463
20,NA,IR3,1494,1482,1494,Fa,514,GasA,Gd,0,1443,39,Y,215000
