"id","longitude","latitude","housing_median_age","total_rooms","total_bedrooms","population","households","median_income","median_house_value","ocean_proximity"
11357,-117.93,33.74,30,1654,434,1843,467,3.1403,153000,"<1H OCEAN"
7435,-118.21,33.94,41,1807,442,1628,443,2.84,156100,"<1H OCEAN"
3806,-118.44,34.21,20,5756,1477,4031,1369,3.2448,221200,"<1H OCEAN"
8287,-118.15,33.77,52,2204,498,899,445,4.1765,393900,"NEAR OCEAN"
7976,-118.2,33.87,42,1482,310,1052,317,3.9469,158200,"<1H OCEAN"
3102,-117.7,35.64,8,2683,416,1154,399,5.8625,109400,"INLAND"
15372,-117.23,33.38,18,3339,704,1727,652,2.8393,173200,"<1H OCEAN"
16331,-121.33,38.02,31,1466,NA,608,254,3.1827,162100,"INLAND"
14163,-117.05,32.77,23,2556,662,1200,548,1.8899,147700,"NEAR OCEAN"
2402,-119.12,36.69,13,3963,812,1905,671,2.2278,90500,"INLAND"
19500,-121.02,37.67,32,3951,797,1916,740,2.6722,111500,"INLAND"
12314,-116.57,33.64,10,489,82,183,74,6.2702,345500,"INLAND"
18470,-121.6,37.13,14,9483,1361,4108,1281,7.5,344500,"<1H OCEAN"
17671,-121.87,37.3,28,859,199,455,211,2.3293,215900,"<1H OCEAN"
6972,-118.03,33.99,52,2792,461,1177,439,3.4312,243800,"<1H OCEAN"
14867,-117.1,32.64,29,1578,460,1236,461,2.5658,134700,"NEAR OCEAN"
10502,-117.7,33.47,20,1577,363,764,333,4.1563,320800,"<1H OCEAN"
13243,-117.66,34.12,22,2272,278,933,305,8.8204,390500,"INLAND"
7111,-118.02,33.9,36,2417,421,1276,426,5.5601,205200,"<1H OCEAN"
3879,-118.5,34.21,36,1656,310,817,308,5.5675,215900,"<1H OCEAN"
10958,-117.88,33.75,34,3004,673,5477,640,2.8342,187200,"<1H OCEAN"
2229,-119.77,36.85,8,1519,234,711,248,5.9897,123600,"INLAND"
1661,-121.94,37.94,26,1299,174,533,180,6.2296,291700,"INLAND"
5372,-118.38,34.04,31,2846,727,2120,672,2.7226,254200,"<1H OCEAN"
12995,-121.25,38.69,24,1014,185,606,194,4.1607,112800,"INLAND"
18388,-121.89,37.23,16,3574,466,1503,487,8.1988,355900,"<1H OCEAN"
16801,-122.42,37.67,42,2274,429,1255,397,5.1205,226300,"NEAR OCEAN"
4479,-118.17,34.07,19,2150,544,1510,467,3.4952,150000,"<1H OCEAN"
11029,-117.84,33.79,37,2733,460,1378,476,5.3041,235700,"<1H OCEAN"
1537,-122.05,37.9,32,4498,862,1818,851,4.8088,321200,"NEAR BAY"
18073,-122,37.28,35,3133,541,1449,555,5.7295,346100,"<1H OCEAN"
10072,-120.17,39.32,14,2421,489,1000,354,3.5652,119800,"INLAND"
5885,-118.34,34.16,44,1717,391,848,353,3.6111,254500,"<1H OCEAN"
18108,-122.01,37.31,23,6846,1078,2951,1063,6.3702,332000,"<1H OCEAN"
2439,-119.62,36.59,17,2287,390,1330,393,4.0197,88000,"INLAND"
4280,-118.31,34.09,37,773,NA,835,312,1.8576,193800,"<1H OCEAN"
11332,-117.94,33.75,30,5268,1093,4480,1050,4.015,186700,"<1H OCEAN"
19175,-122.65,38.4,21,1059,150,400,154,6.8586,343100,"<1H OCEAN"
12885,-121.34,38.66,16,3154,860,1837,793,1.9805,92900,"INLAND"
6589,-118.21,34.2,35,3646,552,1409,534,6.3794,500001,"<1H OCEAN"
16740,-122.43,37.71,24,4299,857,2249,788,4.6098,290400,"NEAR BAY"
17735,-121.8,37.3,16,906,149,605,148,4.8173,235600,"<1H OCEAN"
17472,-119.81,34.46,22,3488,452,1479,458,7.1687,384400,"NEAR OCEAN"
14286,-117.13,32.72,19,1341,435,1048,360,1.975,117900,"NEAR OCEAN"
20467,-118.75,34.27,24,3241,461,1567,446,5.5983,233300,"<1H OCEAN"
17909,-121.97,37.35,36,815,126,353,122,6.3191,258300,"<1H OCEAN"
16076,-122.48,37.74,52,2285,435,1211,442,4.0208,323100,"NEAR OCEAN"
4171,-118.21,34.1,47,5077,1271,3348,1106,3.0377,186800,"<1H OCEAN"
6195,-117.9,34.08,32,2068,356,976,370,5.212,201200,"<1H OCEAN"
1657,-121.93,37.89,13,2085,292,852,264,7.3445,366700,"INLAND"
19196,-122.68,38.44,36,1311,259,648,268,3.4545,161200,"<1H OCEAN"
17412,-120.64,34.97,5,2090,469,1911,482,2.4318,86100,"NEAR OCEAN"
9149,-118.48,34.47,36,84,12,29,17,3.375,187500,"<1H OCEAN"
10911,-117.85,33.74,26,2589,1003,5756,983,2.1992,170800,"<1H OCEAN"
3937,-118.57,34.22,17,3262,753,1879,708,4.1359,255200,"<1H OCEAN"
13942,-117.18,34.3,33,399,87,71,27,1.875,71300,"INLAND"
15719,-122.43,37.78,10,2380,843,1245,789,1.3062,220000,"NEAR BAY"
12089,-117.26,33.86,16,1171,235,659,216,3.1103,110000,"INLAND"
16269,-121.24,37.96,29,874,217,788,222,1.9187,57700,"INLAND"
1102,-121.68,39.82,15,3996,748,1786,728,3.5189,141300,"INLAND"
11079,-117.85,33.8,40,1461,286,1322,264,4.3269,194100,"<1H OCEAN"
8093,-118.22,33.82,30,1680,469,1779,429,3.6086,146300,"NEAR OCEAN"
6133,-117.98,34.07,28,441,106,504,108,2.9107,152500,"INLAND"
6498,-118.02,34.08,31,2402,632,2830,603,2.3333,164200,"INLAND"
14903,-117.06,32.61,23,1630,362,1267,418,2.5625,131100,"NEAR OCEAN"
1427,-122.03,38,25,3577,581,1753,593,5.7295,178300,"NEAR BAY"
6871,-118.11,34.06,14,2628,668,2208,574,2.9764,160300,"<1H OCEAN"
16084,-122.48,37.73,47,2382,392,867,376,5.2598,371500,"NEAR OCEAN"
12531,-121.5,38.57,41,1124,344,807,316,1.4712,94600,"INLAND"
6585,-118.22,34.23,34,3296,483,1268,478,8.4802,500001,"<1H OCEAN"
5486,-118.46,33.99,35,1214,300,478,265,4.0156,500001,"<1H OCEAN"
18047,-122,37.23,36,3191,430,1234,440,9.0704,500001,"<1H OCEAN"
6912,-117.95,33.97,33,1113,145,424,137,8.3474,500001,"<1H OCEAN"
11167,-117.99,33.82,19,1991,528,1202,460,3.1538,252100,"<1H OCEAN"
5176,-118.27,33.95,34,1261,315,1027,303,2.2946,88800,"<1H OCEAN"
5661,-118.31,33.73,52,2025,361,957,363,4.2059,350000,"NEAR OCEAN"
9765,-121.7,36.48,19,2150,479,1052,428,3.5039,288400,"<1H OCEAN"
6066,-117.83,33.97,11,21533,3078,9671,2890,7.0329,368300,"<1H OCEAN"
20019,-119.04,36.09,15,2288,401,1238,429,3.0278,77400,"INLAND"
10186,-117.95,33.87,34,1599,296,938,307,4.285,184900,"<1H OCEAN"
8819,-118.32,33.77,37,627,95,259,106,6.887,500001,"<1H OCEAN"
4911,-118.27,34.01,35,1193,355,1784,341,1.8652,116100,"<1H OCEAN"
13207,-117.71,34.06,16,1458,295,912,331,3.625,160400,"INLAND"
13270,-117.66,34.09,20,2462,496,1117,458,3.2321,162500,"INLAND"
14403,-117.25,32.79,43,906,240,458,205,1.8365,328600,"NEAR OCEAN"
9809,-121.95,36.6,32,3152,504,793,426,7.1198,469900,"NEAR OCEAN"
8731,-118.31,33.84,52,1819,464,1068,424,3.625,270700,"<1H OCEAN"
1651,-121.96,37.95,25,4026,791,1850,709,4.1483,181200,"INLAND"
13061,-121.28,38.6,17,1671,378,848,351,3.1194,112500,"INLAND"
6538,-118.03,34.06,24,2469,731,3818,712,2.5445,151400,"<1H OCEAN"
16083,-122.48,37.73,52,1597,240,566,231,5.1681,500001,"NEAR OCEAN"
3600,-118.5,34.24,34,2634,412,1114,423,5.9401,315300,"<1H OCEAN"
13082,-121.37,38.56,19,6308,1167,3012,1112,2.9464,113500,"INLAND"
7633,-118.29,33.84,33,896,208,843,200,3.5,183000,"<1H OCEAN"
19415,-121.06,37.73,5,2256,420,1246,397,4.9236,155900,"INLAND"
13558,-117.32,34.1,27,2053,461,1737,463,3.1213,78800,"INLAND"
10070,-120.2,39.33,26,1988,379,905,321,3.7841,109500,"INLAND"
13681,-117.24,34.06,9,3603,786,1782,718,3.2604,93300,"INLAND"
11964,-117.41,34.01,34,1231,216,841,199,2.6442,92000,"INLAND"
55,-122.28,37.82,52,1170,235,701,233,1.6098,87500,"NEAR BAY"
15033,-116.99,32.79,33,2420,393,1003,397,4.0658,165100,"<1H OCEAN"
18361,-122.09,37.35,30,1502,186,501,180,10.0259,500001,"NEAR BAY"
7963,-118.19,33.87,35,1769,436,1166,386,2.875,178300,"<1H OCEAN"
15065,-116.96,32.79,35,1081,266,691,259,2.6324,133700,"<1H OCEAN"
8557,-118.4,33.92,32,2828,629,1313,534,4.5987,363800,"<1H OCEAN"
12775,-121.44,38.61,41,1404,313,765,330,1.8792,63300,"INLAND"
644,-122.14,37.73,43,2264,390,931,368,3.8125,235100,"NEAR BAY"
20545,-121.76,38.55,23,8800,1857,6330,1832,2.065,219400,"INLAND"
18074,-122,37.28,33,2170,311,854,303,8.3605,500001,"<1H OCEAN"
7080,-118,33.94,35,2603,482,1305,507,3.9543,214400,"<1H OCEAN"
17753,-121.83,37.32,21,4559,1163,5124,1124,3.2052,179000,"<1H OCEAN"
16842,-122.45,37.62,26,3507,512,1712,509,6.7206,344600,"NEAR OCEAN"
14588,-117.18,32.83,23,2105,525,1218,484,3.375,184100,"NEAR OCEAN"
6666,-118.09,34.17,36,2875,552,1131,458,4.3083,269300,"INLAND"
3682,-118.42,34.21,29,2893,543,1636,540,5.1586,237400,"<1H OCEAN"
1120,-121.57,39.78,18,2221,459,952,440,2.0458,105700,"INLAND"
20209,-119.21,34.31,22,7548,1038,2855,1008,6.729,409300,"NEAR OCEAN"
9575,-120.59,37.35,15,3249,613,1569,595,3.5393,88000,"INLAND"
2159,-119.81,36.77,49,1749,314,705,300,3.15,72200,"INLAND"
11933,-117.4,33.94,30,1198,251,1019,214,3.0509,82700,"INLAND"
2446,-119.64,36.56,34,576,117,363,97,2.0658,92500,"INLAND"
650,-122.14,37.72,39,786,132,288,132,3.5156,218900,"NEAR BAY"
9117,-118.12,34.58,13,2614,650,1949,537,2.0547,102600,"INLAND"
12376,-116.38,33.74,7,17579,3479,3581,1820,4.084,194500,"INLAND"
13373,-117.51,34.14,21,2455,381,1094,327,4.6437,191700,"INLAND"
1334,-121.86,38,4,4075,927,2239,849,3.5857,165200,"INLAND"
10412,-117.6,33.65,4,3134,504,1599,485,6.2464,233900,"<1H OCEAN"
17539,-121.89,37.35,43,1185,296,933,244,2.925,170800,"<1H OCEAN"
11464,-117.99,33.67,12,2228,479,1122,488,4.0385,350000,"<1H OCEAN"
5492,-118.46,33.97,19,1658,427,648,378,3.8698,500001,"<1H OCEAN"
2134,-119.7,36.8,31,1746,321,1186,360,2.6932,66400,"INLAND"
12590,-121.5,38.52,37,2008,466,1261,427,2.2574,59100,"INLAND"
672,-122.16,37.7,36,1097,208,568,225,2.9917,194600,"NEAR BAY"
15365,-117.21,33.34,10,5294,817,2312,810,5.4563,325700,"<1H OCEAN"
11646,-118.04,33.81,27,2990,515,1849,497,5.6846,216100,"<1H OCEAN"
14388,-117.23,32.75,21,2050,608,1131,550,2.4779,165000,"NEAR OCEAN"
7474,-118.2,33.93,36,2210,634,2341,553,2.1715,131100,"<1H OCEAN"
7826,-118.14,33.91,37,932,171,578,175,4.375,177600,"<1H OCEAN"
9403,-122.55,37.91,48,1283,278,567,255,3.2794,460000,"NEAR BAY"
15972,-122.41,37.71,40,2054,433,1738,429,4.9926,213900,"NEAR BAY"
19073,-122.49,38.32,30,1631,284,788,284,3.3098,195500,"<1H OCEAN"
14752,-117.06,32.57,17,2252,378,1776,365,4.6364,141100,"NEAR OCEAN"
6296,-117.9,34.01,27,2383,472,2079,494,3.9702,141400,"<1H OCEAN"
4481,-118.17,34.07,37,1155,225,814,241,3.875,148500,"<1H OCEAN"
2630,-124.19,40.73,21,5694,1056,2907,972,3.5363,90100,"NEAR OCEAN"
1756,-122.32,37.94,46,1901,295,833,352,5.5196,210800,"NEAR BAY"
526,-122.24,37.77,52,1711,386,885,373,3.6417,206300,"NEAR BAY"
10089,-117.97,33.94,34,1632,263,690,268,5.5608,255800,"<1H OCEAN"
10200,-117.93,33.87,10,1277,488,730,417,1.4803,137500,"<1H OCEAN"
4533,-118.21,34.04,47,1306,391,1499,346,2.2788,139600,"<1H OCEAN"
10914,-117.86,33.73,26,1702,456,2776,463,2.6385,180200,"<1H OCEAN"
14146,-117.08,32.73,36,3331,643,1903,622,3.6974,122000,"NEAR OCEAN"
738,-122.13,37.67,38,2012,347,880,332,3.1734,181600,"NEAR BAY"
2258,-119.84,36.8,19,3244,776,1463,710,2.0469,66900,"INLAND"
18930,-122.14,38.05,27,3794,772,1756,724,3.2891,150600,"NEAR BAY"
8658,-118.38,33.85,31,3533,729,1647,679,5.5843,384600,"<1H OCEAN"
12237,-116.95,33.74,18,1996,405,1270,400,2.7083,91200,"INLAND"
11491,-118.01,33.69,3,945,115,337,123,11.5199,500001,"<1H OCEAN"
12482,-121.5,38.58,5,761,306,2031,295,0.7526,162500,"INLAND"
4107,-118.36,34.13,36,6871,1180,2216,1130,8.0499,495600,"<1H OCEAN"
1857,-124.21,41.75,20,3810,787,1993,721,2.0074,66900,"NEAR OCEAN"
11978,-117.5,34,15,1929,317,1237,316,4.4063,128500,"INLAND"
5308,-118.44,34.05,18,4780,1192,1886,1036,4.4674,500001,"<1H OCEAN"
18885,-122.25,38.1,52,1591,372,817,357,2.1411,97200,"NEAR BAY"
15632,-122.4,37.8,52,1642,570,1432,513,1.9063,3e+05,"NEAR BAY"
1046,-120.77,38.38,15,4221,816,1737,743,2.3125,128600,"INLAND"
20059,-119.27,35.88,32,1393,343,1282,336,1.5069,43700,"INLAND"
18703,-122.34,40.57,24,1610,307,748,307,2.6591,82800,"INLAND"
5758,-118.28,34.18,50,2195,336,878,309,6.884,365600,"<1H OCEAN"
8368,-118.35,33.98,33,1884,477,1518,449,3.1194,152800,"<1H OCEAN"
19268,-122.74,38.44,17,2287,497,1240,493,3.5845,164300,"<1H OCEAN"
6188,-117.91,34.1,35,2746,478,1779,501,4.25,166700,"<1H OCEAN"
17848,-121.88,37.41,23,3224,652,2183,655,4.3807,226900,"<1H OCEAN"
15558,-117.07,33.12,32,2474,499,1224,461,2.7216,146300,"<1H OCEAN"
10367,-117.68,33.6,19,3913,460,1646,454,7.2147,303900,"<1H OCEAN"
4819,-118.3,34.04,50,1757,522,2080,488,1.7225,180000,"<1H OCEAN"
18277,-122.07,37.34,35,1172,184,512,175,7.3561,500001,"<1H OCEAN"
5446,-118.44,34,22,5822,1707,3335,1585,3.1579,243100,"<1H OCEAN"
3719,-118.41,34.19,42,779,145,450,148,3.9792,193800,"<1H OCEAN"
1841,-122.29,37.91,38,2591,424,905,378,5.1691,263200,"NEAR BAY"
5061,-118.35,34,28,3085,621,1162,558,3.25,301000,"<1H OCEAN"
9783,-121.02,36.24,12,2198,507,1971,502,2.6801,1e+05,"<1H OCEAN"
10619,-117.82,33.68,4,1346,213,603,219,8.7974,360600,"<1H OCEAN"
19829,-119.39,36.55,30,1669,314,837,325,3.3869,80400,"INLAND"
12124,-117.27,33.93,2,337,55,115,49,3.1042,164800,"INLAND"
14324,-117.15,32.71,52,217,82,531,93,1.6607,137500,"NEAR OCEAN"
13629,-117.33,34.09,29,1960,415,1681,435,2.9292,84500,"INLAND"
9875,-121.83,36.62,33,2938,576,1516,568,3.5,162400,"<1H OCEAN"
19221,-122.68,38.46,15,1811,406,718,403,2.3929,141300,"<1H OCEAN"
6300,-117.92,34.01,35,3055,634,3738,615,3.375,127200,"<1H OCEAN"
18454,-121.78,37.22,18,2127,387,1547,402,5.0958,217100,"<1H OCEAN"
18126,-122.03,37.33,23,4221,671,1782,641,7.4863,412300,"<1H OCEAN"
17614,-121.93,37.29,36,2241,437,989,442,3.9625,288200,"<1H OCEAN"
8960,-118.39,34.01,35,4424,918,2101,888,3.9688,355100,"<1H OCEAN"
18669,-121.91,36.99,23,5675,964,2197,880,4.8693,322300,"NEAR OCEAN"
11206,-117.91,33.83,37,1039,260,719,243,3.0288,161400,"<1H OCEAN"
13115,-121.36,38.39,10,5121,763,2568,758,5.2447,148100,"INLAND"
7506,-118.28,33.92,39,1472,302,1036,318,3,110000,"<1H OCEAN"
9420,-122.52,37.88,52,176,50,88,46,3.8068,275000,"NEAR BAY"
6491,-118.01,34.1,35,2120,412,1375,405,3.4609,166300,"INLAND"
8304,-118.12,33.76,43,3070,668,1240,646,3.7813,461500,"NEAR OCEAN"
5028,-118.34,33.99,46,1217,322,662,305,3.1731,140300,"<1H OCEAN"
10343,-117.69,33.8,5,3178,631,1467,581,5.2541,237100,"<1H OCEAN"
4050,-118.54,34.15,26,10111,1295,3599,1257,10.2292,500001,"<1H OCEAN"
18360,-122.09,37.35,37,1795,285,791,261,7.5794,500001,"NEAR BAY"
18040,-121.96,37.23,36,4423,632,1719,608,7.8407,476400,"<1H OCEAN"
7815,-118.11,33.9,26,4173,893,2471,863,3.5052,196000,"<1H OCEAN"
1998,-119.77,36.73,45,1081,241,821,230,1.7829,52600,"INLAND"
4102,-118.38,34.14,42,1253,225,492,224,7.7112,386700,"<1H OCEAN"
15903,-122.41,37.75,52,2524,559,1430,476,3.4073,254700,"NEAR BAY"
19237,-122.65,38.47,24,2268,330,847,296,3.858,214400,"<1H OCEAN"
11245,-118,33.81,22,2642,640,1702,588,3.5268,174700,"<1H OCEAN"
14927,-117.01,32.67,17,2319,348,1125,337,5.551,266900,"NEAR OCEAN"
6032,-117.72,34.08,34,2742,491,1761,496,3.2481,128800,"INLAND"
1889,-119.98,38.92,28,1408,312,522,221,2.0708,89600,"INLAND"
17894,-121.92,37.36,42,198,32,158,32,3.1563,137500,"<1H OCEAN"
8269,-118.17,33.74,36,2006,453,807,426,3.7838,500001,"NEAR OCEAN"
9316,-122.47,37.99,22,7274,1002,2468,957,7.494,439200,"NEAR BAY"
16313,-121.33,38,32,4474,929,2177,884,3.2889,98900,"INLAND"
12298,-116.9,33.93,34,3183,738,1820,647,2.2321,71800,"INLAND"
4877,-118.28,34.03,25,1407,550,1193,472,1.2989,225000,"<1H OCEAN"
9860,-121.86,36.6,31,1044,285,762,301,3.038,195300,"<1H OCEAN"
2351,-119.69,36.79,13,1736,313,993,314,3.7697,83600,"INLAND"
6933,-118.08,34.01,36,1248,322,1282,326,3.2031,147600,"<1H OCEAN"
3809,-118.46,34.2,13,2926,816,1867,802,3.5255,202700,"<1H OCEAN"
13334,-117.66,34.04,10,3657,695,2079,663,4.2054,159900,"INLAND"
6761,-118.12,34.1,34,2918,555,1435,568,4.2344,306300,"<1H OCEAN"
14879,-117.07,32.64,38,1486,269,745,295,4.6477,150400,"NEAR OCEAN"
3848,-118.45,34.18,39,1810,388,839,380,3.7171,228800,"<1H OCEAN"
7344,-118.14,33.96,38,590,139,620,132,2.1731,143800,"<1H OCEAN"
17104,-122.23,37.45,34,4177,723,1586,660,5.0457,395100,"NEAR OCEAN"
10541,-117.71,33.47,14,3894,672,1490,629,6.5206,368500,"<1H OCEAN"
15539,-117.1,33.12,12,961,342,315,201,0.813,275000,"<1H OCEAN"
16996,-122.26,37.54,5,3264,442,1607,453,9.1415,500001,"NEAR BAY"
16930,-122.32,37.57,33,3384,819,2626,793,3.2285,234800,"NEAR OCEAN"
12060,-117.58,33.88,16,1739,478,1235,420,2.2969,116100,"INLAND"
10523,-117.7,33.54,4,4956,693,1802,625,7.9338,354700,"<1H OCEAN"
11154,-117.97,33.84,18,1063,209,462,223,2.8348,219000,"<1H OCEAN"
3114,-117.66,35.62,11,5897,1138,2728,1072,4.15,85700,"INLAND"
8070,-118.18,33.83,39,3622,745,1330,648,3.3125,425500,"NEAR OCEAN"
17333,-120.01,34.54,30,2992,609,1288,465,3.9375,292900,"NEAR OCEAN"
7564,-118.19,33.9,36,2326,543,2073,494,1.9952,112900,"<1H OCEAN"
8889,-118.49,34.03,31,4949,1293,1985,1244,4.252,436700,"<1H OCEAN"
2031,-119.74,36.72,25,3972,842,2863,729,2.1304,58500,"INLAND"
11922,-117.41,33.96,27,2341,418,1272,415,3.0208,112700,"INLAND"
8478,-118.31,33.92,35,1307,246,672,219,4.8456,146400,"<1H OCEAN"
18099,-122.04,37.33,22,4011,963,2206,879,4.5721,351200,"<1H OCEAN"
1958,-120.78,38.73,31,3117,616,1606,588,2.9844,127900,"INLAND"
17568,-121.91,37.31,16,2962,898,1555,795,2.5804,216300,"<1H OCEAN"
14182,-117.05,32.72,35,1777,369,1158,353,3.4107,117000,"NEAR OCEAN"
9650,-120.83,37.07,16,3736,761,1942,730,2.5598,120200,"INLAND"
15902,-122.41,37.74,34,1403,262,839,255,4.7031,255200,"NEAR BAY"
15777,-122.45,37.77,52,3939,852,1737,797,4.5052,500001,"NEAR BAY"
9568,-120.61,37.35,34,1900,401,1009,385,2.2222,75000,"INLAND"
18998,-121.96,38.34,15,2857,373,1325,359,6.0252,151700,"INLAND"
227,-122.21,37.8,48,1321,263,506,252,4.0977,229700,"NEAR BAY"
18983,-122.01,38.26,12,4132,710,2087,633,4.5987,139700,"INLAND"
16380,-121.3,38.02,16,2717,621,3343,643,2.5473,106300,"INLAND"
11164,-118,33.83,24,2578,580,1217,529,2.2401,212500,"<1H OCEAN"
5050,-118.38,34.02,31,1893,450,819,426,4.3077,140600,"<1H OCEAN"
20589,-121.59,39.15,5,1922,489,938,439,2.0474,61300,"INLAND"
62,-122.29,37.82,49,135,29,86,23,6.1183,75000,"NEAR BAY"
2774,-115.95,33.28,12,99,25,37,17,1.8958,53800,"INLAND"
13317,-117.62,34.07,16,6009,1599,5110,1389,2.5677,128900,"INLAND"
16674,-120.81,35.19,14,3414,802,1236,632,3.7635,336200,"NEAR OCEAN"
12401,-116.31,33.66,7,4497,831,2248,713,3.6354,98000,"INLAND"
728,-122.12,37.68,37,2412,394,975,375,4.0417,191100,"NEAR BAY"
2845,-118.98,35.41,36,1482,266,640,274,3.875,94500,"INLAND"
2976,-119.08,35.32,8,11609,2141,5696,2100,5.0012,106300,"INLAND"
13319,-117.64,34.07,38,2450,544,1823,536,2.837,111200,"INLAND"
20114,-119.57,37.94,17,346,130,51,20,3.4861,137500,"INLAND"
2248,-119.78,36.82,22,4241,1147,1929,971,1.7708,53500,"INLAND"
18597,-122.09,37.07,33,3581,734,1780,663,4.3429,214300,"NEAR OCEAN"
10483,-117.69,33.58,5,6678,1011,2877,982,7.5177,330000,"<1H OCEAN"
13873,-117.34,34.39,8,3579,672,2216,630,3.4038,100500,"INLAND"
7037,-118.08,33.96,35,2104,399,1659,387,4.0096,165000,"<1H OCEAN"
5602,-118.28,33.8,38,1471,329,1207,335,4,165500,"<1H OCEAN"
12891,-121.37,38.64,27,1672,299,757,282,3.6786,159700,"INLAND"
7442,-118.2,33.94,45,1570,328,1321,300,3.7361,171800,"<1H OCEAN"
12101,-117.34,33.94,20,4589,594,1660,595,7.4141,236500,"INLAND"
3795,-118.37,34.16,40,1973,382,774,352,4.4122,282300,"<1H OCEAN"
1030,-120.55,38.43,18,1564,357,618,277,2.3549,108900,"INLAND"
15403,-117.22,33.22,15,1430,343,704,322,1.9571,162500,"<1H OCEAN"
4073,-118.47,34.14,36,2873,420,850,379,8.153,500001,"<1H OCEAN"
18935,-122.18,38.29,18,1953,265,658,270,8.0113,393000,"NEAR BAY"
9353,-122.57,37.96,52,3458,468,1449,471,9.1834,500001,"NEAR BAY"
3625,-118.44,34.25,33,1121,231,1038,236,4.8958,173700,"<1H OCEAN"
393,-122.3,37.89,36,1077,293,518,276,3.0208,206300,"NEAR BAY"
16650,-120.64,35.26,21,3298,716,1862,687,2.1507,221500,"NEAR OCEAN"
3039,-119.11,35.38,37,2044,394,894,359,2.9453,82800,"INLAND"
11251,-118,33.81,17,1530,404,883,344,2.8835,196500,"<1H OCEAN"
13668,-117.27,34.09,36,848,186,737,169,0.9838,79300,"INLAND"
2820,-119.04,35.41,25,1577,310,844,309,3.0625,69400,"INLAND"
12510,-121.45,38.56,52,3420,555,1301,530,4.0417,173800,"INLAND"
9141,-118.27,34.46,10,2184,405,1119,370,4.7437,294000,"INLAND"
5233,-118.24,33.94,42,380,106,411,100,0.9705,90000,"<1H OCEAN"
5239,-118.23,33.93,36,501,123,487,118,1.3,87000,"<1H OCEAN"
9533,-120.68,37.47,33,1028,226,658,197,2.3043,66300,"INLAND"
17463,-119.88,34.43,16,1734,365,962,391,4.4777,282500,"NEAR OCEAN"
2162,-119.81,36.78,37,1965,364,796,335,3.625,83400,"INLAND"
17632,-121.92,37.28,27,3028,486,1284,498,4.5833,308800,"<1H OCEAN"
5058,-118.35,34.02,27,3358,1069,2415,956,1.4589,87500,"<1H OCEAN"
8452,-118.35,33.91,28,2108,534,1485,536,4.0775,241400,"<1H OCEAN"
17746,-121.76,37.3,6,3526,559,1378,491,6.1463,335500,"<1H OCEAN"
13073,-121.31,38.57,22,1229,253,733,250,2.5,101600,"INLAND"
3909,-118.52,34.2,19,4315,1304,2490,1222,2.6437,195000,"<1H OCEAN"
14691,-117.09,32.8,36,2163,367,915,360,4.7188,174100,"NEAR OCEAN"
4133,-118.21,34.13,52,2465,611,1433,570,3.25,214200,"<1H OCEAN"
6944,-118.08,33.98,39,1042,221,863,228,3.6033,157800,"<1H OCEAN"
9766,-121.62,36.43,20,1335,290,717,243,4.7891,230600,"<1H OCEAN"
16105,-122.5,37.75,45,1620,NA,941,328,4.3859,270200,"NEAR OCEAN"
7651,-118.27,33.84,24,6303,1277,3728,1252,3.9227,208600,"<1H OCEAN"
13917,-116.15,34.14,18,3312,705,1251,512,3.0139,82600,"INLAND"
12345,-116.5,33.82,16,343,85,29,14,2.1042,87500,"INLAND"
2586,-124.08,40.87,29,1710,469,990,425,1.1479,101100,"NEAR OCEAN"
9318,-122.49,37.99,27,5470,755,1916,764,6.994,420800,"NEAR BAY"
4367,-118.27,34.1,51,3149,519,1082,510,6.4459,421600,"<1H OCEAN"
11279,-117.96,33.79,36,2398,403,1261,402,5.2816,221800,"<1H OCEAN"
15313,-117.38,33.2,17,1877,581,1288,426,1.9386,106300,"NEAR OCEAN"
10110,-117.94,33.92,32,1053,207,1038,222,4.6696,165500,"<1H OCEAN"
8572,-118.4,33.9,37,2458,400,920,375,7.8924,500001,"<1H OCEAN"
4103,-118.39,34.14,19,5076,1034,2021,960,5.5683,309200,"<1H OCEAN"
18355,-122.11,37.36,34,1575,183,511,180,13.1867,500001,"NEAR BAY"
791,-122.08,37.64,36,1340,245,789,248,3.8,172000,"NEAR BAY"
7205,-118.18,34.02,35,661,142,720,143,2.8977,142500,"<1H OCEAN"
19510,-121.02,37.64,42,1437,307,1035,284,2.1036,88300,"INLAND"
6002,-117.75,34.09,36,3094,556,1672,545,4.2143,146900,"INLAND"
18654,-121.98,36.96,31,3209,723,1489,692,3.6619,245100,"NEAR OCEAN"
13138,-121.44,38.47,5,5666,1178,3139,1131,3.3608,108900,"INLAND"
159,-122.23,37.81,52,2814,365,878,352,7.508,348700,"NEAR BAY"
6581,-118.19,34.21,41,1602,228,680,225,6.553,500001,"<1H OCEAN"
6301,-117.98,34.04,29,1468,310,1390,276,3.75,190600,"<1H OCEAN"
11566,-117.98,33.75,27,2343,415,1537,426,5.1345,210600,"<1H OCEAN"
13866,-117.3,34.39,11,3572,592,1876,507,3.6615,105100,"INLAND"
4080,-118.36,34.15,34,3659,921,1338,835,3.6202,366100,"<1H OCEAN"
4503,-118.2,34.05,43,1165,317,1279,303,1.9615,141700,"<1H OCEAN"
11856,-120.38,39.82,10,1262,258,510,209,2.1667,92800,"INLAND"
8992,-118.35,34,30,1879,226,740,266,6.431,492500,"<1H OCEAN"
